Size,Split Size,Sequence Total Time,Sequence Average Time,Sequence Min Time,Sequence Max Time,Sequence Standard Deviation,Thread Total Time,Thread Average Time,Thread Min Time,Thread Max Time,Thread Standard Deviation,Proc Total Time,Proc Average Time,Proc Min Time,Proc Max Time,Proc Standard Deviation
2000,10,172,1,0,4,1,244364,2443,2350,3093,83,606280,6061,5695,7303,300
2000,20,178,1,0,4,1,113212,1132,1095,1314,32,305735,3056,2904,3218,61
2000,30,169,1,0,4,1,72738,727,700,801,18,206203,2060,1964,2220,55
2000,40,171,1,0,4,1,53630,536,512,623,20,160592,1604,1510,1704,48
2000,50,188,1,0,4,1,42422,424,404,511,17,128830,1287,1232,1388,42
2000,60,176,1,0,4,1,35896,358,345,443,15,108387,1083,1016,1214,49
2000,70,175,1,0,4,1,30496,304,287,398,15,91324,912,873,1012,38
2000,80,175,1,0,4,1,25724,257,242,306,10,82256,821,770,1009,48
2000,90,192,1,0,4,1,23855,238,222,372,20,75111,750,714,863,38
2000,100,174,1,0,4,1,20653,206,188,334,17,65407,653,623,781,32
2000,110,185,1,0,5,1,19236,192,181,297,14,62786,627,597,717,32
2000,120,182,1,0,4,1,17266,172,159,309,21,56931,568,543,680,29
2000,130,185,1,0,4,1,16054,160,149,214,10,53837,537,514,665,28
2000,140,208,2,0,16,2,15006,149,138,268,17,51065,509,488,585,25
2000,150,183,1,0,4,1,13503,134,127,190,7,48470,484,464,584,26
2000,160,182,1,0,4,1,12534,125,116,214,11,45314,452,435,577,25
2000,170,181,1,0,4,1,11510,115,105,222,12,42452,423,404,548,28
2000,180,195,1,0,4,1,11376,113,107,147,6,42704,426,408,542,26
2000,190,188,1,0,4,1,10517,105,99,167,9,39625,395,379,525,28
2000,200,175,1,0,4,1,9176,91,84,150,8,37002,369,351,484,26
2000,210,182,1,0,4,1,9199,91,85,122,6,37112,370,349,490,29
2000,220,191,1,0,4,1,9252,92,84,117,5,36937,368,352,475,23
2000,230,195,1,0,4,1,8112,81,74,149,8,34252,342,318,475,27
2000,240,182,1,0,4,1,8371,83,75,217,19,34284,342,321,448,21
2000,250,174,1,0,4,1,7340,73,65,242,18,30771,306,293,437,28
