*******************************************************
Search Testing Application
	Mode: sequential
*******************************************************

Test 1: Functionality Verification
    --(n=1000, ns=100)-->
        Pass! Stress tests can begin!

*******************************************************

Test 2: Trend Analysis - Varying Size
n	ns	total	average	min	max	stdev
10	50	15	0	0	1	0
20	50	13	0	0	1	0
30	50	16	0	0	1	0
40	50	16	0	0	1	0
50	50	19	0	0	1	0
60	50	20	0	0	1	0
70	50	23	0	0	1	0
80	50	24	0	0	1	0
90	50	26	0	0	1	0
100	50	27	0	0	1	0
110	50	31	0	0	1	0
120	50	30	0	0	1	0
130	50	34	0	0	1	0
140	50	37	0	0	1	0
150	50	35	0	0	1	0
160	50	40	0	0	1	0
170	50	40	0	0	1	0
180	50	40	0	0	1	0
190	50	43	0	0	1	0
200	50	47	0	0	1	0
210	50	50	0	0	5	0
220	50	53	0	0	1	0
230	50	53	0	0	1	0
240	50	55	0	0	1	0
250	50	57	0	0	1	0
260	50	60	0	0	1	0
270	50	60	0	0	1	0
280	50	62	0	0	1	0
290	50	67	0	0	2	0
300	50	67	0	0	2	0
310	50	62	0	0	1	0
320	50	66	0	0	2	0
330	50	67	0	0	2	0
340	50	70	0	0	2	0
350	50	74	0	0	2	0
360	50	75	0	0	4	0
370	50	75	0	0	2	0
380	50	78	0	0	2	0
390	50	76	0	0	2	0
400	50	83	0	0	2	0
410	50	84	0	0	2	1
420	50	85	0	0	2	0
430	50	86	0	0	2	0
440	50	91	0	0	2	1
450	50	94	0	0	2	1
460	50	90	0	0	7	1
470	50	96	0	0	2	1
480	50	97	0	0	14	1
490	50	57	0	0	2	0
500	50	58	0	0	1	0
510	50	59	0	0	1	0
520	50	62	0	0	1	0
530	50	65	0	0	2	0
540	50	64	0	0	2	0
550	50	63	0	0	1	0
560	50	68	0	0	2	0
570	50	70	0	0	2	0
580	50	60	0	0	2	0
590	50	68	0	0	2	0
600	50	66	0	0	2	0
610	50	72	0	0	2	0
620	50	65	0	0	2	0
630	50	73	0	0	2	0
640	50	73	0	0	2	0
650	50	75	0	0	2	0
660	50	74	0	0	2	0
670	50	72	0	0	2	0
680	50	80	0	0	2	0
690	50	78	0	0	2	0
700	50	77	0	0	2	0
710	50	78	0	0	2	0
720	50	82	0	0	2	1
730	50	85	0	0	2	1
740	50	84	0	0	2	1
750	50	88	0	0	2	1
760	50	85	0	0	2	1
770	50	91	0	0	2	1
780	50	92	0	0	2	1
790	50	91	0	0	2	1
800	50	89	0	0	2	1
810	50	96	0	0	2	1
820	50	90	0	0	2	1
830	50	93	0	0	2	1
840	50	94	0	0	2	1
850	50	102	1	0	2	0
860	50	103	1	0	2	0
870	50	94	0	0	2	1
880	50	102	0	0	2	1
890	50	102	0	0	2	1
900	50	102	0	0	2	1
910	50	103	0	0	4	1
920	50	99	0	0	2	1
930	50	106	1	0	2	0
940	50	101	0	0	2	1
950	50	94	0	0	2	1
960	50	97	0	0	2	1
970	50	106	1	0	2	0
980	50	110	1	0	2	0
990	50	107	1	0	2	0
1000	50	108	1	0	2	0

*******************************************************

Test 3: Trend Analysis - Varying Splits
n	ns	total	average	min	max	stdev
1000	10	110	1	0	2	0
1000	20	102	1	0	2	0
1000	30	109	1	0	2	0
1000	40	113	1	0	2	0
1000	50	118	1	0	2	0
1000	60	113	1	0	3	0
1000	70	112	1	0	2	0
1000	80	110	1	0	2	0
1000	90	113	1	0	4	0
1000	100	110	1	0	3	0
1000	110	108	1	0	3	0
1000	120	108	1	0	3	0
1000	130	113	1	0	2	0
1000	140	114	1	0	3	0
1000	150	115	1	0	2	0
1000	160	107	1	0	2	0
1000	170	126	1	0	4	0
1000	180	111	1	0	2	0
1000	190	114	1	0	3	0
1000	200	111	1	0	2	0
1000	210	113	1	0	2	0
1000	220	115	1	0	2	0
1000	230	112	1	0	2	0
1000	240	111	1	0	2	0
1000	250	109	1	0	3	0
