*******************************************************
Search Testing Application
	Mode: thread
*******************************************************

Test 1: Functionality Verification
    --(n=1000, ns=100)-->
        Pass! Stress tests can begin!

*******************************************************

Test 2: Trend Analysis - Varying Size
n	ns	total	average	min	max	stdev
10	125	1482	14	13	70	5
20	125	1400	13	13	16	1
30	125	1445	14	13	53	4
40	125	1446	14	13	69	5
50	125	1465	14	13	77	6
60	125	1418	14	13	17	0
70	125	1485	14	13	73	5
80	125	1494	14	13	81	6
90	125	1421	14	13	19	0
100	125	1480	14	13	71	5
110	125	1422	14	13	17	0
120	125	1485	14	13	72	5
130	125	1957	19	15	51	6
140	125	1973	19	15	51	6
150	125	1965	19	15	48	5
160	125	2013	20	14	85	8
170	125	1973	19	15	47	5
180	125	1987	19	15	58	5
190	125	2090	20	15	96	10
200	125	2058	20	15	138	12
210	125	1897	18	15	47	3
220	125	1953	19	16	74	6
230	125	2025	20	15	97	9
240	125	1870	18	15	22	1
250	125	2046	20	15	115	10
260	125	2430	24	19	128	12
270	125	2138	21	19	28	1
280	125	2281	22	19	125	10
290	125	2310	23	19	111	11
300	125	2277	22	19	117	9
310	125	2341	23	19	122	10
320	125	2265	22	19	101	8
330	125	2301	22	19	99	7
340	125	2285	22	19	105	8
350	125	2374	23	19	124	10
360	125	2478	24	19	147	15
370	125	2417	24	19	122	12
380	125	3138	31	27	50	2
390	125	3276	32	26	112	8
400	125	3343	33	29	147	13
410	125	3113	31	26	74	6
420	125	3231	32	27	83	5
430	125	3222	32	29	104	7
440	125	3231	32	28	86	5
450	125	3196	31	28	87	5
460	125	3189	31	27	99	8
470	125	3274	32	29	139	10
480	125	3314	33	28	109	10
490	125	3353	33	29	119	12
500	125	3261	32	29	93	6
510	125	5034	50	43	113	7
520	125	5044	50	42	115	10
530	125	5034	50	43	103	8
540	125	5126	51	43	153	11
550	125	4931	49	42	86	5
560	125	5042	50	43	119	8
570	125	5028	50	43	83	5
580	125	5127	51	43	130	12
590	125	4946	49	43	84	5
600	125	5135	51	43	109	9
610	125	5015	50	43	157	11
620	125	5038	50	43	107	8
630	125	6524	65	54	121	8
640	125	6543	65	54	130	8
650	125	6624	66	54	177	12
660	125	6562	65	55	146	12
670	125	6557	65	54	140	11
680	125	6497	64	54	110	8
690	125	6526	65	54	125	9
700	125	6491	64	54	120	8
710	125	6683	66	54	138	11
720	125	6369	63	54	132	9
730	125	6535	65	54	165	13
740	125	6361	63	54	77	4
750	125	6460	64	54	120	7
760	125	8167	81	70	161	12
770	125	7908	78	68	108	6
780	125	8064	80	70	147	9
790	125	8296	82	69	260	19
800	125	8112	81	69	161	11
810	125	8064	80	70	140	9
820	125	7987	79	70	135	8
830	125	8151	81	69	179	11
840	125	8028	80	69	176	13
850	125	7855	78	69	135	9
860	125	7839	78	69	105	5
870	125	8158	81	68	182	12
880	125	9778	97	85	131	8
890	125	9843	98	84	205	18
900	125	9645	96	84	159	9
910	125	9512	95	84	166	11
920	125	9585	95	84	207	16
930	125	9632	96	83	141	8
940	125	9844	98	85	198	14
950	125	9606	95	83	124	7
960	125	9549	95	85	155	9
970	125	9693	96	83	146	10
980	125	9647	96	84	157	10
990	125	9582	95	83	127	6
1000	125	9520	95	84	143	8

*******************************************************

Test 3: Trend Analysis - Varying Splits
n	ns	total	average	min	max	stdev
1000	10	148159	1481	1430	1701	35
1000	20	70372	703	667	817	28
1000	30	48625	486	456	636	27
1000	40	34138	341	320	410	12
1000	50	26659	266	252	306	10
1000	60	22290	222	206	254	9
1000	70	19606	195	178	251	10
1000	80	16769	167	152	235	12
1000	90	15297	152	139	209	12
1000	100	13025	130	108	172	15
1000	110	12088	120	104	134	7
1000	120	10801	107	96	255	17
1000	130	9789	97	84	164	10
1000	140	9526	95	83	145	8
1000	150	7944	79	67	163	10
1000	160	7842	78	66	129	7
1000	170	6346	63	55	107	7
1000	180	6427	64	55	114	8
1000	190	6334	63	55	140	8
1000	200	5008	49	44	205	16
1000	210	4890	48	43	96	7
1000	220	4896	48	43	105	8
1000	230	4918	48	43	69	3
1000	240	4886	48	42	123	10
1000	250	3299	32	29	97	7
