*******************************************************
Search Testing Application
	Mode: thread
*******************************************************

Test 1: Functionality Verification
    --(n=1000, ns=100)-->
        Pass! Stress tests can begin!

*******************************************************

Test 2: Trend Analysis - Varying Size
n	ns	total	average	min	max	stdev
10	40	1434	14	13	28	2
20	40	1429	14	13	28	2
30	40	1481	14	13	59	5
40	40	1418	14	13	21	0
50	40	1949	19	18	86	6
60	40	2058	20	15	129	12
70	40	1914	19	18	23	0
80	40	2011	20	15	105	9
90	40	2377	23	20	55	4
100	40	2412	24	19	111	8
110	40	2312	23	20	28	1
120	40	2461	24	20	108	11
130	40	3183	31	27	114	8
140	40	3126	31	27	132	10
150	40	3154	31	27	95	8
160	40	3145	31	27	68	4
170	40	5451	54	46	117	7
180	40	5330	53	44	116	7
190	40	5487	54	45	140	10
200	40	5417	53	46	127	10
210	40	6837	68	56	190	14
220	40	6859	68	55	141	10
230	40	6917	69	54	121	9
240	40	6922	69	55	134	9
250	40	8441	84	70	125	7
260	40	8345	83	69	121	7
270	40	8318	83	69	180	13
280	40	8173	81	71	114	7
290	40	9896	98	83	144	9
300	40	9859	98	84	139	8
310	40	9966	99	81	154	10
320	40	9852	98	80	123	7
330	40	11097	110	93	177	9
340	40	10870	108	93	165	9
350	40	10910	108	92	217	14
360	40	11070	110	98	157	7
370	40	12638	126	105	182	10
380	40	12723	127	108	182	8
390	40	12684	126	109	180	10
400	40	12798	127	110	182	8
410	40	13999	139	124	184	7
420	40	14149	141	126	192	9
430	40	13903	138	120	235	12
440	40	13911	139	128	162	6
450	40	15378	153	140	242	11
460	40	15659	156	142	200	9
470	40	15623	156	139	229	12
480	40	15521	155	140	225	11
490	40	17057	170	150	221	10
500	40	17015	169	155	239	10
510	40	16979	169	154	247	11
520	40	16805	167	150	233	10
530	40	18412	184	165	230	10
540	40	18413	183	169	242	9
550	40	18173	181	166	215	8
560	40	18268	182	166	216	8
570	40	19667	196	180	255	11
580	40	19836	198	181	268	13
590	40	19721	197	179	273	13
600	40	19835	198	181	292	14
610	40	21092	210	193	268	10
620	40	20976	209	192	253	9
630	40	20963	209	191	260	10
640	40	21246	212	192	302	14
650	40	24547	245	212	332	23
660	40	24817	248	212	310	22
670	40	24948	249	218	319	21
680	40	22949	229	203	326	17
690	40	25315	252	218	308	18
700	40	26600	265	225	381	23
710	40	26502	264	225	336	18
720	40	23869	238	219	293	13
730	40	25158	251	236	291	9
740	40	25133	251	236	297	10
750	40	25362	253	236	353	16
760	40	25201	251	237	308	11
770	40	26142	261	246	310	10
780	40	26228	262	246	338	13
790	40	26301	262	245	325	11
800	40	26224	262	247	326	11
810	40	27782	277	262	313	9
820	40	27754	277	259	314	9
830	40	27812	278	261	330	11
840	40	28207	281	261	341	13
850	40	32777	327	286	432	27
860	40	32550	325	295	428	23
870	40	30824	308	278	439	24
880	40	29917	299	278	376	13
890	40	31808	317	298	442	16
900	40	31924	319	303	379	15
910	40	31818	318	299	433	20
920	40	31301	312	294	364	11
930	40	32616	326	305	381	11
940	40	33260	332	305	483	25
950	40	35640	356	321	448	22
960	40	35511	354	318	467	24
970	40	35419	354	322	487	24
980	40	37385	373	337	472	26
990	40	37389	373	340	453	22
1000	40	34526	345	321	455	23

*******************************************************

Test 3: Trend Analysis - Varying Splits
n	ns	total	average	min	max	stdev
1000	10	155898	1558	1491	1801	38
1000	20	73656	736	691	888	33
1000	30	49543	495	459	634	31
1000	40	36427	364	330	451	24
1000	50	28909	288	260	408	23
1000	60	24627	246	214	376	24
1000	70	21878	218	177	359	24
1000	80	18574	185	149	276	21
1000	90	17354	173	138	254	21
1000	100	13721	136	107	214	18
1000	110	14041	140	104	200	19
1000	120	12285	122	96	190	18
1000	130	11124	111	84	188	17
1000	140	10893	108	84	213	19
1000	150	8449	84	69	146	14
1000	160	8981	89	70	167	15
1000	170	6766	67	54	136	11
1000	180	6674	66	54	109	9
1000	190	6585	65	54	108	9
1000	200	5292	52	44	146	11
1000	210	5123	51	43	99	5
1000	220	5032	50	43	108	7
1000	230	5094	50	43	93	5
1000	240	5144	51	44	177	15
1000	250	3341	33	29	123	9
