*******************************************************
Search Testing Application
	Mode: thread
*******************************************************

Test 1: Functionality Verification
    --(n=1000, ns=100)-->
        Pass! Stress tests can begin!

*******************************************************

Test 2: Trend Analysis - Varying Size
n	ns	total	average	min	max	stdev
10	20	1621	16	13	97	8
20	20	1547	15	13	46	3
30	20	2779	27	16	93	13
40	20	2360	23	16	94	10
50	20	2350	23	21	67	4
60	20	2288	22	20	27	1
70	20	3204	31	27	54	3
80	20	3142	31	28	69	4
90	20	5289	52	43	178	16
100	20	4972	49	43	82	5
110	20	6433	64	53	128	9
120	20	6534	65	54	152	10
130	20	7930	79	65	133	9
140	20	8172	81	67	152	9
150	20	9526	95	82	126	7
160	20	9490	94	80	122	7
170	20	10779	107	93	146	7
180	20	10813	108	91	148	7
190	20	12303	122	103	185	11
200	20	12408	123	104	153	9
210	20	13894	138	119	188	9
220	20	13888	138	125	196	9
230	20	15202	151	137	191	8
240	20	15470	154	134	198	9
250	20	17193	171	148	268	17
260	20	16841	168	150	271	13
270	20	18244	182	165	260	12
280	20	18258	182	162	287	15
290	20	19460	194	178	244	11
300	20	19656	196	179	259	12
310	20	20960	209	193	261	10
320	20	21002	209	193	325	14
330	20	22819	228	200	274	16
340	20	24784	247	201	336	25
350	20	25615	255	219	417	29
360	20	23520	235	219	294	12
370	20	24930	249	233	325	15
380	20	24977	249	233	324	11
390	20	25914	259	243	321	13
400	20	25924	259	241	316	12
410	20	27571	275	257	319	9
420	20	27382	273	260	325	12
430	20	28690	286	269	363	13
440	20	28680	286	271	356	14
450	20	30334	303	288	366	14
460	20	30255	302	286	347	10
470	20	31566	315	299	397	14
480	20	31569	315	294	415	18
490	20	35916	359	318	455	26
500	20	34812	348	316	487	28
510	20	34834	348	328	408	16
520	20	34324	343	326	397	10
530	20	36139	361	342	456	19
540	20	38554	385	341	525	28
550	20	37680	376	354	479	24
560	20	36994	369	352	403	9
570	20	38421	384	370	429	9
580	20	38504	384	369	424	10
590	20	39823	398	377	440	11
600	20	41260	412	381	506	26
610	20	54157	541	409	684	95
620	20	46060	460	411	752	76
630	20	45047	450	426	547	20
640	20	43971	439	420	506	15
650	20	45194	451	434	567	15
660	20	45209	451	433	505	14
670	20	46429	464	441	514	12
680	20	47085	470	447	610	20
690	20	48459	484	461	598	18
700	20	49853	498	460	625	31
710	20	51923	519	471	644	33
720	20	52810	527	478	616	33
730	20	53543	535	488	647	32
740	20	50926	509	489	643	17
750	20	52264	522	498	603	18
760	20	52392	523	499	591	18
770	20	56231	562	519	661	31
780	20	57836	578	531	696	31
790	20	59078	590	550	717	35
800	20	59073	590	547	660	27
810	20	58089	580	549	666	25
820	20	56358	563	535	669	22
830	20	58909	589	549	677	28
840	20	59140	591	550	671	26
850	20	62589	625	579	740	32
860	20	62692	626	576	734	34
870	20	64094	640	590	736	35
880	20	63463	634	579	724	31
890	20	63236	632	591	728	31
900	20	61377	613	591	675	13
910	20	62962	629	607	716	18
920	20	66200	661	611	750	35
930	20	68451	684	641	818	32
940	20	64626	646	621	797	22
950	20	65873	658	635	772	21
960	20	65702	656	631	725	17
970	20	69354	693	651	806	23
980	20	70411	703	658	776	21
990	20	72597	725	685	850	30
1000	20	75009	750	699	842	30

*******************************************************

Test 3: Trend Analysis - Varying Splits
n	ns	total	average	min	max	stdev
1000	10	153641	1536	1481	1665	37
1000	20	73290	732	681	849	34
1000	30	49934	499	457	614	35
1000	40	36566	365	337	467	25
1000	50	28975	289	255	351	21
1000	60	24456	244	199	396	25
1000	70	21797	217	177	303	24
1000	80	18578	185	155	251	19
1000	90	17173	171	138	323	24
1000	100	13766	137	110	205	19
1000	110	12293	122	104	206	13
1000	120	10793	107	95	223	13
1000	130	9473	94	84	130	7
1000	140	9423	94	80	142	8
1000	150	7868	78	69	100	5
1000	160	8102	80	66	205	17
1000	170	6268	62	54	147	11
1000	180	6643	66	54	142	14
1000	190	6252	62	54	134	9
1000	200	4968	49	43	98	6
1000	210	5026	50	43	134	10
1000	220	4995	49	43	140	11
1000	230	4825	48	43	86	5
1000	240	4987	49	42	118	9
1000	250	3284	32	29	69	3
