*******************************************************
Search Testing Application
	Mode: sequential
*******************************************************

Test 1: Functionality Verification
    --(n=1000, ns=100)-->
        Pass! Stress tests can begin!

*******************************************************

Test 2: Trend Analysis - Varying Size
n	ns	total	average	min	max	stdev
10	250	9	0	0	1	0
20	250	8	0	0	1	0
30	250	9	0	0	1	0
40	250	10	0	0	1	0
50	250	11	0	0	1	0
60	250	12	0	0	1	0
70	250	14	0	0	1	0
80	250	14	0	0	1	0
90	250	16	0	0	1	0
100	250	16	0	0	1	0
110	250	19	0	0	1	0
120	250	18	0	0	1	0
130	250	20	0	0	1	0
140	250	22	0	0	1	0
150	250	20	0	0	1	0
160	250	27	0	0	3	0
170	250	24	0	0	1	0
180	250	23	0	0	1	0
190	250	26	0	0	1	0
200	250	28	0	0	1	0
210	250	27	0	0	1	0
220	250	31	0	0	1	0
230	250	31	0	0	1	0
240	250	32	0	0	1	0
250	250	34	0	0	1	0
260	250	35	0	0	1	0
270	250	36	0	0	1	0
280	250	36	0	0	1	0
290	250	40	0	0	1	0
300	250	40	0	0	1	0
310	250	37	0	0	1	0
320	250	39	0	0	1	0
330	250	40	0	0	1	0
340	250	41	0	0	1	0
350	250	44	0	0	1	0
360	250	42	0	0	1	0
370	250	45	0	0	1	0
380	250	46	0	0	1	0
390	250	45	0	0	1	0
400	250	49	0	0	1	0
410	250	53	0	0	4	0
420	250	50	0	0	1	0
430	250	51	0	0	1	0
440	250	54	0	0	1	0
450	250	55	0	0	1	0
460	250	50	0	0	1	0
470	250	58	0	0	1	0
480	250	59	0	0	2	0
490	250	59	0	0	1	0
500	250	60	0	0	1	0
510	250	61	0	0	2	0
520	250	63	0	0	1	0
530	250	67	0	0	2	0
540	250	65	0	0	2	0
550	250	65	0	0	2	0
560	250	72	0	0	3	0
570	250	72	0	0	2	0
580	250	62	0	0	2	0
590	250	70	0	0	2	0
600	250	68	0	0	2	0
610	250	74	0	0	2	0
620	250	68	0	0	2	0
630	250	75	0	0	2	0
640	250	75	0	0	2	0
650	250	77	0	0	2	0
660	250	76	0	0	2	0
670	250	74	0	0	2	0
680	250	87	0	0	6	1
690	250	81	0	0	2	0
700	250	79	0	0	2	0
710	250	79	0	0	2	0
720	250	82	0	0	2	1
730	250	87	0	0	2	1
740	250	86	0	0	2	1
750	250	90	0	0	2	1
760	250	86	0	0	2	1
770	250	93	0	0	2	1
780	250	94	0	0	2	1
790	250	96	0	0	4	1
800	250	92	0	0	2	1
810	250	99	0	0	2	1
820	250	90	0	0	2	1
830	250	96	0	0	2	1
840	250	96	0	0	2	1
850	250	105	1	0	2	0
860	250	105	1	0	2	0
870	250	97	0	0	2	1
880	250	108	1	0	4	0
890	250	105	1	0	2	0
900	250	106	1	0	2	0
910	250	104	1	0	2	0
920	250	102	0	0	2	1
930	250	109	1	0	2	0
940	250	104	1	0	2	0
950	250	97	0	0	2	1
960	250	99	0	0	2	1
970	250	112	1	0	5	0
980	250	113	1	0	2	0
990	250	110	1	0	2	0
1000	250	108	1	0	3	0

*******************************************************

Test 3: Trend Analysis - Varying Splits
n	ns	total	average	min	max	stdev
1000	10	113	1	0	2	0
1000	20	104	1	0	2	0
1000	30	112	1	0	2	0
1000	40	115	1	0	2	0
1000	50	124	1	0	4	0
1000	60	116	1	0	2	0
1000	70	115	1	0	2	0
1000	80	113	1	0	3	0
1000	90	113	1	0	3	0
1000	100	113	1	0	3	0
1000	110	111	1	0	2	0
1000	120	111	1	0	3	0
1000	130	116	1	0	2	0
1000	140	118	1	0	4	0
1000	150	117	1	0	3	0
1000	160	110	1	0	3	0
1000	170	128	1	0	3	0
1000	180	113	1	0	3	0
1000	190	117	1	0	3	0
1000	200	114	1	0	2	0
1000	210	117	1	0	2	0
1000	220	122	1	0	5	0
1000	230	115	1	0	2	0
1000	240	114	1	0	2	0
1000	250	113	1	0	3	0
