*******************************************************
Search Testing Application
	Mode: thread
*******************************************************

Test 1: Functionality Verification
    --(n=1000, ns=100)-->
        Pass! Stress tests can begin!

*******************************************************

Test 2: Trend Analysis - Varying Size
n	ns	total	average	min	max	stdev
10	10	1429	14	13	33	3
20	10	1912	19	17	72	6
30	10	2439	24	22	71	7
40	10	3172	31	28	45	2
50	10	5268	52	43	190	15
60	10	6753	67	55	136	11
70	10	8580	85	68	151	12
80	10	10467	104	80	189	16
90	10	11925	119	92	186	16
100	10	13284	132	108	183	17
110	10	13951	139	126	209	10
120	10	15190	151	140	203	8
130	10	16681	166	150	240	11
140	10	17987	179	166	233	9
150	10	20179	201	175	309	20
160	10	23184	231	197	307	19
170	10	24869	248	213	302	19
180	10	26521	265	222	324	18
190	10	28032	280	238	365	21
200	10	29507	294	250	422	26
210	10	30905	308	270	423	25
220	10	32372	323	288	407	20
230	10	32525	325	291	378	20
240	10	35227	352	309	439	23
250	10	37197	371	332	471	25
260	10	38297	382	352	482	23
270	10	39636	396	364	502	24
280	10	40990	409	374	488	23
290	10	42921	429	386	524	29
300	10	44083	440	401	594	30
310	10	45511	455	419	541	28
320	10	46766	467	428	554	24
330	10	48722	487	447	608	28
340	10	50421	504	449	621	31
350	10	51353	513	478	697	32
360	10	53082	530	488	646	30
370	10	54357	543	499	648	30
380	10	54903	548	495	671	35
390	10	57163	571	526	673	32
400	10	58369	583	539	695	34
410	10	59732	597	550	690	33
420	10	60751	607	562	701	28
430	10	62360	623	579	767	33
440	10	64493	644	586	809	39
450	10	67426	674	612	880	53
460	10	66598	665	626	932	37
470	10	67354	673	634	771	27
480	10	69653	696	654	1012	45
490	10	70835	708	654	864	39
500	10	72588	725	676	831	32
510	10	76228	762	699	950	42
520	10	77544	775	719	907	40
530	10	80695	806	754	886	30
540	10	83023	830	767	1023	40
550	10	84496	844	785	973	32
560	10	84982	849	783	1068	44
570	10	87176	871	794	1097	37
580	10	89289	892	831	1093	39
590	10	90523	905	832	981	32
600	10	88776	887	822	997	40
610	10	89886	898	831	1004	39
620	10	93031	930	857	1139	42
630	10	93465	934	867	1033	31
640	10	94938	949	883	1189	39
650	10	96201	961	890	1042	29
660	10	98104	980	910	1093	37
670	10	102172	1021	946	1136	32
680	10	100031	1000	937	1113	35
690	10	102378	1023	963	1164	37
700	10	101108	1010	954	1218	42
710	10	105730	1057	981	1246	41
720	10	108262	1082	993	1442	75
730	10	111227	1112	1042	1179	33
740	10	112453	1124	1058	1224	33
750	10	113926	1139	1073	1249	30
760	10	115271	1152	1099	1248	31
770	10	120874	1208	1104	1529	67
780	10	122272	1222	1161	1354	33
790	10	123621	1236	1177	1354	36
800	10	125770	1257	1191	1513	42
810	10	126681	1266	1196	1384	37
820	10	128366	1283	1205	1394	35
830	10	130013	1300	1252	1432	33
840	10	130246	1302	1243	1415	36
850	10	126921	1269	1183	1677	64
860	10	129141	1291	1232	1415	37
870	10	130790	1307	1252	1428	35
880	10	132767	1327	1263	1477	39
890	10	136239	1362	1292	1762	58
900	10	139133	1391	1308	1540	48
910	10	137802	1377	1287	1697	52
920	10	138556	1385	1330	1500	36
930	10	140959	1409	1345	1540	39
940	10	142944	1429	1371	1513	34
950	10	146005	1459	1384	1602	45
960	10	145799	1457	1390	1582	39
970	10	147122	1471	1397	1582	39
980	10	151173	1511	1446	1723	44
990	10	149643	1496	1417	1640	47
1000	10	152863	1528	1453	1958	74

*******************************************************

Test 3: Trend Analysis - Varying Splits
n	ns	total	average	min	max	stdev
1000	10	152045	1520	1429	1628	34
1000	20	72754	727	674	824	34
1000	30	49245	492	455	586	29
1000	40	36781	367	328	474	26
1000	50	28569	285	258	363	20
1000	60	24032	240	199	317	20
1000	70	21265	212	172	328	22
1000	80	18576	185	152	308	27
1000	90	16902	168	136	246	22
1000	100	13947	139	109	240	21
1000	110	13500	134	107	187	17
1000	120	11714	117	92	197	16
1000	130	10684	106	86	166	15
1000	140	10684	106	84	172	17
1000	150	9404	93	69	144	15
1000	160	9114	91	68	143	17
1000	170	6198	61	53	97	6
1000	180	6259	62	54	168	13
1000	190	6107	60	53	126	9
1000	200	4859	48	43	119	7
1000	210	4957	49	43	82	4
1000	220	5075	50	43	166	14
1000	230	4809	47	42	123	8
1000	240	4867	48	43	102	6
1000	250	3225	32	28	91	6
