*******************************************************
Search Testing Application
	Mode: sequential
*******************************************************

Test 1: Functionality Verification
    --(n=1000, ns=100)-->
        Pass! Stress tests can begin!

*******************************************************

Test 2: Trend Analysis - Varying Size
n	ns	total	average	min	max	stdev
10	75	9	0	0	1	0
20	75	8	0	0	1	0
30	75	10	0	0	1	0
40	75	10	0	0	1	0
50	75	11	0	0	1	0
60	75	12	0	0	1	0
70	75	13	0	0	1	0
80	75	14	0	0	1	0
90	75	16	0	0	1	0
100	75	16	0	0	1	0
110	75	31	0	0	13	1
120	75	17	0	0	1	0
130	75	20	0	0	1	0
140	75	22	0	0	1	0
150	75	20	0	0	1	0
160	75	23	0	0	1	0
170	75	24	0	0	1	0
180	75	23	0	0	1	0
190	75	25	0	0	1	0
200	75	28	0	0	1	0
210	75	26	0	0	1	0
220	75	31	0	0	1	0
230	75	31	0	0	1	0
240	75	31	0	0	1	0
250	75	33	0	0	1	0
260	75	34	0	0	1	0
270	75	35	0	0	1	0
280	75	35	0	0	1	0
290	75	39	0	0	1	0
300	75	39	0	0	1	0
310	75	36	0	0	1	0
320	75	38	0	0	1	0
330	75	39	0	0	1	0
340	75	40	0	0	1	0
350	75	43	0	0	1	0
360	75	72	0	0	18	1
370	75	43	0	0	1	0
380	75	45	0	0	1	0
390	75	44	0	0	1	0
400	75	48	0	0	1	0
410	75	49	0	0	1	0
420	75	49	0	0	1	0
430	75	49	0	0	1	0
440	75	53	0	0	1	0
450	75	54	0	0	1	0
460	75	48	0	0	1	0
470	75	56	0	0	1	0
480	75	58	0	0	1	0
490	75	58	0	0	1	0
500	75	59	0	0	1	0
510	75	59	0	0	2	0
520	75	64	0	0	4	0
530	75	98	0	0	21	2
540	75	63	0	0	2	0
550	75	63	0	0	2	0
560	75	68	0	0	2	0
570	75	70	0	0	2	0
580	75	61	0	0	1	0
590	75	68	0	0	2	0
600	75	68	0	0	2	0
610	75	72	0	0	2	0
620	75	66	0	0	2	0
630	75	73	0	0	2	0
640	75	74	0	0	2	0
650	75	77	0	0	3	0
660	75	74	0	0	2	0
670	75	88	0	0	13	1
680	75	87	0	0	2	1
690	75	84	0	0	2	0
700	75	83	0	0	2	1
710	75	84	0	0	2	1
720	75	87	0	0	2	1
730	75	91	0	0	2	1
740	75	91	0	0	2	1
750	75	95	0	0	2	1
760	75	94	0	0	4	1
770	75	106	1	0	13	1
780	75	91	0	0	2	1
790	75	91	0	0	2	1
800	75	89	0	0	2	1
810	75	96	0	0	2	1
820	75	89	0	0	2	1
830	75	93	0	0	2	1
840	75	93	0	0	2	1
850	75	106	1	0	5	0
860	75	103	1	0	2	0
870	75	93	0	0	2	1
880	75	101	0	0	2	1
890	75	103	1	0	2	0
900	75	103	1	0	2	0
910	75	102	0	0	2	1
920	75	99	0	0	2	1
930	75	107	1	0	2	0
940	75	104	1	0	4	0
950	75	94	0	0	2	1
960	75	97	0	0	2	1
970	75	107	1	0	2	0
980	75	110	1	0	2	0
990	75	107	1	0	2	0
1000	75	106	1	0	2	0

*******************************************************

Test 3: Trend Analysis - Varying Splits
n	ns	total	average	min	max	stdev
1000	10	109	1	0	2	0
1000	20	102	0	0	2	1
1000	30	111	1	0	2	0
1000	40	112	1	0	2	0
1000	50	118	1	0	2	0
1000	60	113	1	0	3	0
1000	70	112	1	0	3	0
1000	80	110	1	0	2	0
1000	90	110	1	0	3	0
1000	100	110	1	0	2	0
1000	110	108	1	0	2	0
1000	120	110	1	0	4	0
1000	130	113	1	0	2	0
1000	140	113	1	0	2	0
1000	150	115	1	0	2	0
1000	160	107	1	0	2	0
1000	170	125	1	0	2	0
1000	180	112	1	0	2	0
1000	190	114	1	0	2	0
1000	200	114	1	0	4	0
1000	210	114	1	0	2	0
1000	220	115	1	0	2	0
1000	230	112	1	0	3	0
1000	240	111	1	0	2	0
1000	250	109	1	0	3	0
