*******************************************************
Search Testing Application
	Mode: sequential
*******************************************************

Test 1: Functionality Verification
    --(n=1000, ns=100)-->
        Pass! Stress tests can begin!

*******************************************************

Test 2: Trend Analysis - Varying Size
n	ns	total	average	min	max	stdev
10	225	12	0	0	1	0
20	225	10	0	0	1	0
30	225	13	0	0	1	0
40	225	13	0	0	1	0
50	225	14	0	0	1	0
60	225	15	0	0	1	0
70	225	17	0	0	1	0
80	225	17	0	0	1	0
90	225	18	0	0	1	0
100	225	22	0	0	1	0
110	225	24	0	0	1	0
120	225	23	0	0	1	0
130	225	25	0	0	1	0
140	225	26	0	0	1	0
150	225	26	0	0	1	0
160	225	29	0	0	1	0
170	225	28	0	0	1	0
180	225	26	0	0	1	0
190	225	30	0	0	1	0
200	225	36	0	0	1	0
210	225	33	0	0	1	0
220	225	41	0	0	6	0
230	225	36	0	0	1	0
240	225	36	0	0	1	0
250	225	37	0	0	1	0
260	225	36	0	0	1	0
270	225	35	0	0	1	0
280	225	36	0	0	1	0
290	225	39	0	0	1	0
300	225	41	0	0	1	0
310	225	37	0	0	1	0
320	225	38	0	0	1	0
330	225	40	0	0	1	0
340	225	41	0	0	1	0
350	225	44	0	0	1	0
360	225	42	0	0	1	0
370	225	44	0	0	1	0
380	225	46	0	0	1	0
390	225	44	0	0	1	0
400	225	49	0	0	1	0
410	225	49	0	0	1	0
420	225	50	0	0	1	0
430	225	56	0	0	4	0
440	225	54	0	0	1	0
450	225	56	0	0	1	0
460	225	49	0	0	1	0
470	225	57	0	0	1	0
480	225	59	0	0	1	0
490	225	58	0	0	1	0
500	225	60	0	0	1	0
510	225	61	0	0	1	0
520	225	63	0	0	2	0
530	225	67	0	0	2	0
540	225	65	0	0	1	0
550	225	65	0	0	1	0
560	225	70	0	0	2	0
570	225	71	0	0	2	0
580	225	66	0	0	4	0
590	225	69	0	0	2	0
600	225	69	0	0	2	0
610	225	75	0	0	2	0
620	225	67	0	0	2	0
630	225	75	0	0	2	0
640	225	75	0	0	2	0
650	225	76	0	0	2	0
660	225	76	0	0	2	0
670	225	75	0	0	2	0
680	225	95	0	0	14	1
690	225	78	0	0	2	1
700	225	111	0	0	15	1
710	225	77	0	0	2	0
720	225	80	0	0	2	1
730	225	85	0	0	2	1
740	225	84	0	0	2	1
750	225	88	0	0	2	1
760	225	84	0	0	2	1
770	225	89	0	0	2	1
780	225	91	0	0	2	1
790	225	91	0	0	2	1
800	225	125	1	0	18	2
810	225	97	0	0	2	1
820	225	88	0	0	2	1
830	225	93	0	0	2	1
840	225	93	0	0	2	1
850	225	102	0	0	2	1
860	225	102	0	0	2	1
870	225	94	0	0	2	1
880	225	102	0	0	2	1
890	225	138	1	0	19	2
900	225	102	1	0	2	0
910	225	101	1	0	2	0
920	225	99	0	0	2	1
930	225	106	1	0	2	0
940	225	100	0	0	2	1
950	225	95	0	0	2	1
960	225	97	0	0	2	1
970	225	110	1	0	5	0
980	225	127	1	0	15	1
990	225	107	1	0	2	0
1000	225	106	1	0	2	0

*******************************************************

Test 3: Trend Analysis - Varying Splits
n	ns	total	average	min	max	stdev
1000	10	110	1	0	2	0
1000	20	103	1	0	2	0
1000	30	108	1	0	2	0
1000	40	112	1	0	2	0
1000	50	119	1	0	2	0
1000	60	147	1	0	18	2
1000	70	112	1	0	2	0
1000	80	110	1	0	2	0
1000	90	111	1	0	2	0
1000	100	110	1	0	2	0
1000	110	108	1	0	3	0
1000	120	108	1	0	3	0
1000	130	113	1	0	2	0
1000	140	115	1	0	5	0
1000	150	145	1	0	19	2
1000	160	107	1	0	3	0
1000	170	125	1	0	2	0
1000	180	110	1	0	2	0
1000	190	114	1	0	3	0
1000	200	111	1	0	2	0
1000	210	113	1	0	3	0
1000	220	114	1	0	2	0
1000	230	171	1	0	19	3
1000	240	111	1	0	2	0
1000	250	109	1	0	2	0
