*******************************************************
Search Testing Application
	Mode: thread
*******************************************************

Test 1: Functionality Verification
    --(n=1000, ns=100)-->
        Pass! Stress tests can begin!

*******************************************************

Test 2: Trend Analysis - Varying Size
n	ns	total	average	min	max	stdev
10	250	1517	15	13	103	8
20	250	1430	14	13	18	0
30	250	1424	14	13	20	0
40	250	1522	15	13	117	10
50	250	1432	14	14	17	0
60	250	1494	14	13	92	7
70	250	1428	14	13	19	0
80	250	1545	15	13	134	11
90	250	1422	14	13	16	0
100	250	1477	14	13	75	6
110	250	1417	14	13	19	0
120	250	1447	14	13	41	2
130	250	1474	14	13	61	4
140	250	1513	15	13	97	8
150	250	1428	14	13	17	0
160	250	1432	14	13	17	0
170	250	1437	14	13	18	0
180	250	1514	15	13	86	7
190	250	1434	14	14	17	0
200	250	1485	14	14	60	4
210	250	1427	14	13	15	0
220	250	1571	15	14	140	12
230	250	1518	15	13	95	8
240	250	1503	14	14	50	4
250	250	1439	14	13	16	0
260	250	2078	20	15	59	9
270	250	1929	19	15	51	6
280	250	1959	19	15	62	7
290	250	1928	19	15	53	5
300	250	1970	19	15	75	8
310	250	2019	20	15	117	10
320	250	1996	19	15	111	10
330	250	1963	19	15	45	5
340	250	2030	20	15	81	8
350	250	1932	19	15	43	5
360	250	1991	19	15	52	6
370	250	2022	20	15	110	10
380	250	1924	19	15	42	5
390	250	2102	20	15	124	11
400	250	1975	19	15	117	10
410	250	1854	18	15	40	2
420	250	2035	20	15	139	12
430	250	1849	18	15	39	2
440	250	1898	18	15	40	3
450	250	1962	19	15	69	6
460	250	2031	20	15	49	6
470	250	2019	20	16	52	6
480	250	2316	23	15	189	24
490	250	1980	19	15	102	8
500	250	2014	20	16	124	10
510	250	2186	21	19	57	4
520	250	2221	22	19	46	3
530	250	2423	24	19	185	17
540	250	2231	22	19	31	1
550	250	2364	23	19	172	15
560	250	2289	22	19	109	8
570	250	2317	23	19	99	7
580	250	2253	22	19	35	2
590	250	2310	23	19	49	4
600	250	2266	22	19	27	1
610	250	2401	23	20	129	10
620	250	2297	22	20	43	3
630	250	2361	23	19	134	11
640	250	2316	23	18	138	11
650	250	2212	22	19	28	1
660	250	2327	23	19	120	9
670	250	2359	23	20	127	10
680	250	2247	22	20	34	2
690	250	2400	23	19	189	16
700	250	2333	23	19	115	9
710	250	2340	23	20	119	9
720	250	2224	22	19	30	1
730	250	2424	24	19	117	12
740	250	2381	23	20	129	10
750	250	2360	23	20	115	9
760	250	3207	31	27	95	6
770	250	3279	32	26	144	11
780	250	3222	32	26	81	5
790	250	3276	32	26	93	6
800	250	3264	32	29	126	9
810	250	3240	32	27	134	10
820	250	3283	32	29	72	5
830	250	3270	32	27	85	5
840	250	3262	32	26	96	8
850	250	3270	32	28	104	7
860	250	3354	33	29	119	11
870	250	3303	32	29	117	9
880	250	3167	31	27	37	1
890	250	3284	32	28	148	11
900	250	3234	32	29	60	3
910	250	3374	33	26	221	19
920	250	3294	32	26	111	9
930	250	3290	32	29	78	6
940	250	3309	32	26	133	10
950	250	3270	32	26	107	7
960	250	3248	32	28	74	4
970	250	3270	32	28	69	3
980	250	3283	32	28	73	5
990	250	3272	32	29	113	8
1000	250	3362	33	29	140	12

*******************************************************

Test 3: Trend Analysis - Varying Splits
n	ns	total	average	min	max	stdev
1000	10	157099	1570	1459	1815	56
1000	20	73508	734	699	822	24
1000	30	48071	480	449	541	18
1000	40	34165	341	323	434	17
1000	50	26813	267	250	331	13
1000	60	22713	226	208	274	11
1000	70	19671	196	179	231	10
1000	80	17113	170	154	277	16
1000	90	15474	154	139	244	14
1000	100	13007	129	110	221	17
1000	110	13474	134	107	209	18
1000	120	12482	124	99	203	19
1000	130	11205	111	86	204	19
1000	140	11036	110	87	167	17
1000	150	9512	94	71	219	20
1000	160	9350	93	70	157	18
1000	170	6805	67	54	134	13
1000	180	6413	63	55	112	7
1000	190	6474	64	55	95	8
1000	200	5193	51	44	147	12
1000	210	4910	48	44	156	11
1000	220	5208	51	44	135	13
1000	230	5173	51	44	114	8
1000	240	5046	50	44	123	9
1000	250	3353	33	28	77	6
