Size,Split Size,Sequence Total Time,Sequence Average Time,Sequence Min Time,Sequence Max Time,Sequence Standard Deviation,Thread Total Time,Thread Average Time,Thread Min Time,Thread Max Time,Thread Standard Deviation,Proc Total Time,Proc Average Time,Proc Min Time,Proc Max Time,Proc Standard Deviation
830,50,93,0,0,2,1,22145,221,204,364,17,94767,946,769,1106,56
840,50,94,0,0,2,1,22200,221,207,286,13,78808,786,707,1078,73
850,50,102,1,0,2,0,22071,220,208,260,8,78457,783,715,1047,70
860,50,103,1,0,2,0,23842,238,222,312,15,81398,812,753,953,46
870,50,94,0,0,2,1,23633,236,221,289,10,86021,858,755,1191,89
880,50,102,0,0,2,1,23673,236,220,292,10,88323,881,749,1282,106
890,50,102,0,0,2,1,23506,234,221,275,10,85980,858,749,1130,80
900,50,102,0,0,2,1,24222,242,224,327,19,85345,851,757,1131,86
910,50,103,0,0,4,1,27648,276,243,359,22,88990,888,798,1149,80
920,50,99,0,0,2,1,25607,255,232,363,21,90368,902,801,1174,84
930,50,106,1,0,2,0,26289,262,232,357,25,87681,875,804,1130,69
940,50,101,0,0,2,1,27271,272,236,351,19,92530,924,803,1322,109
950,50,94,0,0,2,1,25019,250,233,412,19,92773,926,812,1299,119
960,50,97,0,0,2,1,26617,266,249,343,15,98220,980,847,1397,122
970,50,106,1,0,2,0,26616,265,249,320,11,99367,991,841,1401,135
980,50,110,1,0,2,0,26474,264,250,349,14,96210,960,849,1287,110
990,50,107,1,0,2,0,26368,263,249,363,16,92655,925,849,1155,68
1000,50,108,1,0,2,0,26369,263,246,326,11,94028,939,859,1246,72
