Size,Split Size,Sequence Total Time,Sequence Average Time,Sequence Min Time,Sequence Max Time,Sequence Standard Deviation,Thread Total Time,Thread Average Time,Thread Min Time,Thread Max Time,Thread Standard Deviation,Proc Total Time,Proc Average Time,Proc Min Time,Proc Max Time,Proc Standard Deviation
10,250,9,0,0,1,0,1517,15,13,103,8,11923,117,109,197,12
20,250,8,0,0,1,0,1430,14,13,18,0,11436,113,108,187,8
30,250,9,0,0,1,0,1424,14,13,20,0,12025,119,109,192,14
40,250,10,0,0,1,0,1522,15,13,117,10,11750,116,108,192,13
50,250,11,0,0,1,0,1432,14,14,17,0,11635,115,109,196,11
60,250,12,0,0,1,0,1494,14,13,92,7,11602,115,109,195,11
70,250,14,0,0,1,0,1428,14,13,19,0,12668,126,109,228,24
80,250,14,0,0,1,0,1545,15,13,134,11,12630,125,108,180,21
90,250,16,0,0,1,0,1422,14,13,16,0,12095,119,109,200,15
100,250,16,0,0,1,0,1477,14,13,75,6,12094,119,109,159,12
110,250,19,0,0,1,0,1417,14,13,19,0,11835,117,110,159,10
120,250,18,0,0,1,0,1447,14,13,41,2,11943,118,110,157,11
130,250,20,0,0,1,0,1474,14,13,61,4,11960,119,109,176,12
140,250,22,0,0,1,0,1513,15,13,97,8,11721,116,109,155,9
150,250,20,0,0,1,0,1428,14,13,17,0,11963,119,110,200,13
160,250,27,0,0,3,0,1432,14,13,17,0,11623,116,110,196,10
170,250,24,0,0,1,0,1437,14,13,18,0,11749,116,110,193,10
180,250,23,0,0,1,0,1514,15,13,86,7,11855,117,110,156,9
190,250,26,0,0,1,0,1434,14,14,17,0,11946,118,110,156,10
200,250,28,0,0,1,0,1485,14,14,60,4,11717,116,110,157,8
210,250,27,0,0,1,0,1427,14,13,15,0,11814,117,110,161,10
220,250,31,0,0,1,0,1571,15,14,140,12,12094,120,110,196,13
230,250,31,0,0,1,0,1518,15,13,95,8,12084,120,110,199,15
240,250,32,0,0,1,0,1503,14,14,50,4,13480,134,111,194,21
250,250,34,0,0,1,0,1439,14,13,16,0,14402,143,113,203,21
260,250,35,0,0,1,0,2078,20,15,59,9,15956,158,143,239,17
270,250,36,0,0,1,0,1929,19,15,51,6,16045,159,144,226,21
280,250,36,0,0,1,0,1959,19,15,62,7,15011,149,144,170,3
290,250,40,0,0,1,0,1928,19,15,53,5,14914,148,141,208,9
300,250,40,0,0,1,0,1970,19,15,75,8,14828,147,141,194,10
310,250,37,0,0,1,0,2019,20,15,117,10,14879,148,139,201,11
320,250,39,0,0,1,0,1996,19,15,111,10,14911,149,141,235,13
330,250,40,0,0,1,0,1963,19,15,45,5,15062,149,139,206,13
340,250,41,0,0,1,0,2030,20,15,81,8,15855,157,140,262,23
350,250,44,0,0,1,0,1932,19,15,43,5,15215,151,145,190,5
360,250,42,0,0,1,0,1991,19,15,52,6,15138,150,144,191,7
370,250,45,0,0,1,0,2022,20,15,110,10,15165,151,145,194,8
380,250,46,0,0,1,0,1924,19,15,42,5,15066,150,144,209,6
390,250,45,0,0,1,0,2102,20,15,124,11,15048,150,141,218,8
400,250,49,0,0,1,0,1975,19,15,117,10,14870,148,141,208,10
410,250,53,0,0,4,0,1854,18,15,40,2,14869,148,140,188,9
420,250,50,0,0,1,0,2035,20,15,139,12,14953,148,141,194,9
430,250,51,0,0,1,0,1849,18,15,39,2,15136,150,142,219,12
440,250,54,0,0,1,0,1898,18,15,40,3,14935,148,141,190,6
450,250,55,0,0,1,0,1962,19,15,69,6,14890,148,141,197,8
460,250,50,0,0,1,0,2031,20,15,49,6,14802,147,141,187,7
470,250,58,0,0,1,0,2019,20,16,52,6,14855,148,142,187,7
480,250,59,0,0,2,0,2316,23,15,189,24,14964,149,142,246,13
490,250,59,0,0,1,0,1980,19,15,102,8,14913,149,142,195,9
500,250,60,0,0,1,0,2014,20,16,124,10,15126,150,142,238,14
510,250,61,0,0,2,0,2186,21,19,57,4,20270,201,177,271,24
520,250,63,0,0,1,0,2221,22,19,46,3,18646,184,178,240,8
530,250,67,0,0,2,0,2423,24,19,185,17,18739,186,177,282,14
540,250,65,0,0,2,0,2231,22,19,31,1,18720,186,177,282,14
550,250,65,0,0,2,0,2364,23,19,172,15,18651,185,176,228,6
560,250,72,0,0,3,0,2289,22,19,109,8,18568,185,178,250,9
570,250,72,0,0,2,0,2317,23,19,99,7,18746,187,179,270,14
580,250,62,0,0,2,0,2253,22,19,35,2,18707,186,177,286,12
590,250,70,0,0,2,0,2310,23,19,49,4,18937,187,179,322,19
600,250,68,0,0,2,0,2266,22,19,27,1,18735,186,178,263,10
610,250,74,0,0,2,0,2401,23,20,129,10,18833,187,179,250,9
620,250,68,0,0,2,0,2297,22,20,43,3,19317,192,178,269,16
