Size,Split Size,Sequence Total Time,Sequence Average Time,Sequence Min Time,Sequence Max Time,Sequence Standard Deviation,Thread Total Time,Thread Average Time,Thread Min Time,Thread Max Time,Thread Standard Deviation,Proc Total Time,Proc Average Time,Proc Min Time,Proc Max Time,Proc Standard Deviation
10,30,9,0,0,1,0,1411,14,13,21,0,12524,125,113,456,35
20,30,8,0,0,1,0,1453,14,13,76,6,12441,124,111,176,14
30,30,9,0,0,1,0,1398,13,13,19,1,12465,123,111,164,13
40,30,10,0,0,1,0,1958,19,16,79,7,16241,161,145,224,17
50,30,11,0,0,1,0,1949,19,15,88,8,15606,155,142,221,15
60,30,13,0,0,1,0,1817,18,15,20,1,15755,156,142,239,18
70,30,14,0,0,1,0,2377,23,19,131,12,19503,194,175,276,22
80,30,14,0,0,1,0,2161,21,19,77,5,19648,196,174,466,34
90,30,15,0,0,1,0,2242,22,19,67,4,18859,188,175,296,17
100,30,17,0,0,1,0,3215,32,26,126,11,23302,232,208,331,20
110,30,19,0,0,1,0,3308,32,26,149,14,27045,269,223,438,31
120,30,18,0,0,1,0,3183,31,27,69,4,27799,276,255,448,25
130,30,20,0,0,1,0,4986,49,42,126,10,32062,318,293,887,59
140,30,23,0,0,1,0,5029,50,42,92,6,31308,311,266,411,25
150,30,21,0,0,1,0,5012,49,42,97,6,30984,308,281,429,21
160,30,24,0,0,1,0,6478,64,54,130,9,34641,345,329,437,18
170,30,24,0,0,1,0,6501,64,54,150,15,35242,351,302,447,24
180,30,24,0,0,1,0,6360,63,55,113,6,35048,350,302,448,24
190,30,25,0,0,1,0,7885,78,67,178,12,38267,382,321,492,32
200,30,29,0,0,1,0,7924,79,70,141,10,37471,373,316,460,27
210,30,28,0,0,1,0,7673,76,67,156,11,37501,373,314,514,40
220,30,31,0,0,1,0,9349,93,80,227,15,39952,397,349,516,40
230,30,31,0,0,1,0,9298,92,78,186,12,40039,399,350,549,41
240,30,33,0,0,1,0,9364,93,81,135,8,39899,398,348,546,40
250,30,35,0,0,1,0,10905,108,95,143,6,43707,435,385,706,48
260,30,36,0,0,1,0,10751,107,94,145,8,45611,454,383,609,48
270,30,36,0,0,1,0,10760,107,93,164,8,43330,432,383,565,41
280,30,36,0,0,1,0,12257,122,106,199,13,48304,481,419,650,50
290,30,40,0,0,1,0,12094,120,109,183,8,47828,477,417,678,51
300,30,44,0,0,3,0,12120,121,103,163,9,49227,491,419,660,54
310,30,37,0,0,1,0,13534,135,117,160,7,52365,522,455,720,58
320,30,39,0,0,1,0,13711,137,123,203,10,52691,525,458,783,57
330,30,40,0,0,1,0,13447,134,124,176,8,52956,527,458,727,61
340,30,46,0,0,1,0,16138,161,137,239,19,58497,583,492,953,73
350,30,48,0,0,1,0,17273,172,141,260,22,58977,588,490,900,79
360,30,47,0,0,1,0,15265,152,139,229,14,61425,612,492,898,93
370,30,49,0,0,1,0,16478,164,151,208,9,67584,674,529,966,69
380,30,50,0,0,1,0,16427,164,151,217,10,66050,659,525,831,69
390,30,48,0,0,1,0,16528,165,151,240,11,65374,651,535,804,63
400,30,55,0,0,1,0,17882,178,165,254,11,66550,664,563,822,73
410,30,54,0,0,1,0,17944,179,165,215,9,67194,671,563,865,81
420,30,56,0,0,1,0,18024,180,167,231,11,61730,615,558,746,43
430,30,55,0,0,1,0,19499,194,179,244,10,70296,701,600,1233,100
440,30,59,0,0,1,0,19249,192,174,232,10,65479,653,600,798,40
450,30,61,0,0,1,0,19601,195,177,308,15,66432,662,601,850,64
460,30,54,0,0,2,0,21131,211,190,284,16,70141,699,638,854,53
470,30,68,0,0,6,0,23196,231,198,344,23,70848,706,643,876,49
480,30,66,0,0,2,0,22335,223,192,335,24,74323,741,639,973,85
490,30,64,0,0,2,0,24502,244,206,346,23,75169,750,680,976,64
