Size,Split Size,Sequence Total Time,Sequence Average Time,Sequence Min Time,Sequence Max Time,Sequence Standard Deviation,Thread Total Time,Thread Average Time,Thread Min Time,Thread Max Time,Thread Standard Deviation,Proc Total Time,Proc Average Time,Proc Min Time,Proc Max Time,Proc Standard Deviation
650,20,128,1,0,3,0,45194,451,434,567,15,171471,1713,1372,2239,226
660,20,127,1,0,3,0,45209,451,433,505,14,157516,1573,1378,2045,202
670,20,124,1,0,3,0,46429,464,441,514,12,158280,1581,1418,2085,154
680,20,141,1,0,3,0,47085,470,447,610,20,155483,1553,1435,2007,124
690,20,139,1,0,6,1,48459,484,461,598,18,156681,1565,1477,2142,91
700,20,132,1,0,3,0,49853,498,460,625,31,165916,1657,1473,2209,201
710,20,134,1,0,3,0,51923,519,471,644,33,164211,1640,1527,2151,115
720,20,138,1,0,3,0,52810,527,478,616,33,162541,1623,1519,1914,75
730,20,146,1,0,3,0,53543,535,488,647,32,167558,1674,1580,2129,88
740,20,144,1,0,3,0,50926,509,489,643,17,169302,1691,1583,2489,132
750,20,157,1,0,7,1,52264,522,498,603,18,187013,1868,1657,2562,247
760,20,146,1,0,3,0,52392,523,499,591,18,232915,2327,1856,2727,145
770,20,156,1,0,3,1,56231,562,519,661,31,196918,1967,1701,2689,245
780,20,158,1,0,3,1,57836,578,531,696,31,182439,1822,1700,2518,139
790,20,156,1,0,3,1,59078,590,550,717,35,196604,1964,1757,2756,206
800,20,155,1,0,3,1,59073,590,547,660,27,203776,2036,1765,2454,190
810,20,172,1,0,7,1,58089,580,549,666,25,195294,1951,1815,2504,125
820,20,153,1,0,3,1,56358,563,535,669,22,201124,2009,1843,2614,170
830,20,161,1,0,3,1,58909,589,549,677,28,213328,2131,1879,2836,217
840,20,162,1,0,3,1,59140,591,550,671,26,209942,2097,1891,2964,213
850,20,177,1,0,3,1,62589,625,579,740,32,263861,2636,2017,3521,252
860,20,182,1,0,6,1,62692,626,576,734,34,208514,2083,1943,2453,134
870,20,162,1,0,3,1,64094,640,590,736,35,223692,2235,2007,2900,177
880,20,177,1,0,4,1,63463,634,579,724,31,222058,2218,2021,2892,197
890,20,177,1,0,4,1,63236,632,591,728,31,233913,2337,2054,2914,216
900,20,177,1,0,4,1,61377,613,591,675,13,234254,2341,2060,2794,206
910,20,179,1,0,5,1,62962,629,607,716,18,238941,2387,2131,3325,222
920,20,172,1,0,4,1,66200,661,611,750,35,242804,2426,2129,3287,232
930,20,184,1,0,4,1,68451,684,641,818,32,238195,2380,2203,3235,182
940,20,175,1,0,4,1,64626,646,621,797,22,239380,2392,2198,3534,216
950,20,163,1,0,4,1,65873,658,635,772,21,248071,2479,2254,3352,220
960,20,168,1,0,4,1,65702,656,631,725,17,246731,2465,2268,3271,160
970,20,185,1,0,4,1,69354,693,651,806,23,260910,2606,2353,3214,199
980,20,190,1,0,4,1,70411,703,658,776,21,274595,2744,2367,3270,174
990,20,185,1,0,4,1,72597,725,685,850,30,316173,3159,2496,3734,235
1000,20,182,1,0,4,1,75009,750,699,842,30,266988,2668,2409,3631,304
