Size,Split Size,Sequence Total Time,Sequence Average Time,Sequence Min Time,Sequence Max Time,Sequence Standard Deviation,Thread Total Time,Thread Average Time,Thread Min Time,Thread Max Time,Thread Standard Deviation,Proc Total Time,Proc Average Time,Proc Min Time,Proc Max Time,Proc Standard Deviation
10,10,9,0,0,1,0,1429,14,13,33,3,13457,133,117,302,25
20,10,8,0,0,1,0,1912,19,17,72,6,17102,170,150,260,23
30,10,9,0,0,1,0,2439,24,22,71,7,20709,206,184,460,35
40,10,10,0,0,1,0,3172,31,28,45,2,24217,241,220,327,23
50,10,11,0,0,1,0,5268,52,43,190,15,29478,294,256,438,37
60,10,13,0,0,1,0,6753,67,55,136,11,32374,322,291,448,24
70,10,14,0,0,1,0,8580,85,68,151,12,36303,361,325,498,31
80,10,14,0,0,1,0,10467,104,80,189,16,40385,403,364,537,34
90,10,16,0,0,1,0,11925,119,92,186,16,47068,469,405,736,56
100,10,16,0,0,1,0,13284,132,108,183,17,48995,488,439,690,42
110,10,19,0,0,1,0,13951,139,126,209,10,53124,530,469,789,55
120,10,18,0,0,1,0,15190,151,140,203,8,60062,599,510,886,78
130,10,20,0,0,1,0,16681,166,150,240,11,61169,610,546,828,57
140,10,22,0,0,1,0,17987,179,166,233,9,65610,655,584,934,68
150,10,26,0,0,4,0,20179,201,175,309,20,69558,693,618,1030,76
160,10,24,0,0,1,0,23184,231,197,307,19,76161,758,657,1016,77
170,10,24,0,0,1,0,24869,248,213,302,19,79166,790,693,1160,89
180,10,24,0,0,1,0,26521,265,222,324,18,83151,830,737,1337,88
190,10,26,0,0,1,0,28032,280,238,365,21,93068,929,769,1330,120
200,10,28,0,0,1,0,29507,294,250,422,26,96112,959,809,2070,197
210,10,28,0,0,1,0,30905,308,270,423,25,96344,961,844,1357,111
220,10,31,0,0,1,0,32372,323,288,407,20,98913,987,883,1665,121
230,10,31,0,0,1,0,32525,325,291,378,20,102667,1025,924,1364,86
240,10,32,0,0,1,0,35227,352,309,439,23,124195,1240,972,1688,165
250,10,34,0,0,1,0,37197,371,332,471,25,143806,1436,1078,1751,140
260,10,35,0,0,1,0,38297,382,352,482,23,116482,1163,1039,1801,164
270,10,35,0,0,1,0,39636,396,364,502,24,122617,1224,1077,1779,161
280,10,37,0,0,1,0,40990,409,374,488,23,122458,1223,1115,1655,102
290,10,40,0,0,1,0,42921,429,386,524,29,143902,1437,1162,1936,228
300,10,40,0,0,1,0,44083,440,401,594,30,138496,1383,1216,2152,204
310,10,37,0,0,1,0,45511,455,419,541,28,142215,1420,1249,2071,227
320,10,39,0,0,1,0,46766,467,428,554,24,155624,1554,1293,2298,260
