Size,Split Size,Sequence Total Time,Sequence Average Time,Sequence Min Time,Sequence Max Time,Sequence Standard Deviation,Thread Total Time,Thread Average Time,Thread Min Time,Thread Max Time,Thread Standard Deviation,Proc Total Time,Proc Average Time,Proc Min Time,Proc Max Time,Proc Standard Deviation
490,150,68,0,0,5,0,3216,32,26,47,2,23649,236,212,305,15
500,150,65,0,0,2,0,3268,32,26,88,5,23566,234,220,339,18
510,150,66,0,0,2,0,3223,32,26,93,6,24669,245,215,393,30
520,150,69,0,0,1,0,3341,33,27,122,11,24244,241,216,302,20
530,150,72,0,0,2,0,3327,33,27,110,9,27549,274,215,3700,346
540,150,71,0,0,2,0,3365,33,27,109,10,24846,247,216,342,25
550,150,70,0,0,2,0,3342,33,29,98,8,23549,235,217,311,16
560,150,76,0,0,2,0,3305,32,27,123,9,23643,236,219,366,20
570,150,77,0,0,2,0,3286,32,27,115,8,23618,236,221,296,13
580,150,67,0,0,2,0,3312,33,30,90,6,23756,235,215,336,19
590,150,75,0,0,2,0,3313,32,28,114,9,23828,236,216,316,19
600,150,75,0,0,2,0,3274,32,27,90,6,24689,245,218,325,25
610,150,84,0,0,4,1,5312,52,43,158,13,29019,289,255,394,23
620,150,72,0,0,2,0,4882,48,42,121,8,28492,284,261,349,17
630,150,82,0,0,2,0,5213,51,43,164,12,28701,286,258,388,23
640,150,83,0,0,2,1,5002,49,43,77,4,28397,283,257,405,24
650,150,83,0,0,2,1,5120,50,43,114,7,30485,304,264,423,29
660,150,82,0,0,2,1,5078,50,43,82,5,31059,309,269,379,25
670,150,81,0,0,2,1,5120,50,43,140,9,30458,303,260,409,30
680,150,90,0,0,2,1,5017,50,43,107,6,30618,304,251,421,33
690,150,87,0,0,2,1,5224,52,43,104,6,28278,281,258,390,20
700,150,87,0,0,2,1,5082,50,43,115,7,28365,282,257,382,21
710,150,86,0,0,2,1,5106,50,43,156,11,28389,283,258,394,21
720,150,93,0,0,4,1,5007,49,43,76,4,28117,280,252,404,18
730,150,94,0,0,2,1,4973,49,43,121,7,28335,283,255,388,25
740,150,93,0,0,2,1,5121,50,43,90,6,27705,276,257,320,13
750,150,98,0,0,2,1,5016,49,43,61,3,28918,287,257,387,23
760,150,93,0,0,2,1,6409,63,54,98,6,35149,350,297,460,22
770,150,100,0,0,2,1,6368,63,55,124,7,35563,354,312,458,20
780,150,101,0,0,2,1,6422,64,54,131,11,36005,359,345,459,19
790,150,101,0,0,2,1,6564,65,54,125,7,37654,375,305,524,39
800,150,99,0,0,2,1,6306,62,54,136,9,38630,385,342,640,46
810,150,112,1,0,6,0,6516,65,54,112,7,37131,370,339,627,42
820,150,98,0,0,2,1,6530,65,54,120,8,35404,353,295,554,43
830,150,104,0,0,2,1,6561,65,54,116,7,33321,331,292,418,21
840,150,104,1,0,2,0,6406,63,55,99,7,33519,333,293,444,25
850,150,114,1,0,2,0,6581,65,54,119,8,33419,333,292,420,23
860,150,115,1,0,2,0,6673,66,55,149,11,33180,330,293,431,24
870,150,105,1,0,2,0,6723,67,54,129,10,33902,338,297,444,28
880,150,113,1,0,2,0,6555,65,55,112,7,33887,338,296,446,27
890,150,118,1,0,6,0,6563,65,55,136,10,33379,333,297,407,22
900,150,115,1,0,3,0,6641,66,54,131,8,33295,332,292,429,28
910,150,113,1,0,3,0,8199,81,71,143,9,37292,371,327,530,37
920,150,111,1,0,3,0,8162,81,67,157,10,37780,377,330,482,30
930,150,118,1,0,2,0,8180,81,71,124,6,37514,374,332,485,31
940,150,113,1,0,2,0,8379,83,74,108,4,37718,375,331,497,27
950,150,106,1,0,3,0,8563,85,66,173,12,37076,370,331,548,32
960,150,108,1,0,3,0,8434,84,72,151,8,37023,369,331,446,25
970,150,122,1,0,5,0,8412,83,72,155,10,37688,375,332,521,30
980,150,123,1,0,3,0,8501,84,70,173,12,37731,375,330,480,25
990,150,119,1,0,3,0,8472,84,72,184,11,37679,376,337,449,21
1000,150,118,1,0,3,0,8484,84,68,133,7,38361,382,333,512,35
