Size,Split Size,Sequence Total Time,Sequence Average Time,Sequence Min Time,Sequence Max Time,Sequence Standard Deviation,Thread Total Time,Thread Average Time,Thread Min Time,Thread Max Time,Thread Standard Deviation,Proc Total Time,Proc Average Time,Proc Min Time,Proc Max Time,Proc Standard Deviation
10,40,35,0,0,1,0,1434,14,13,28,2,11656,116,109,172,10
20,40,32,0,0,1,0,1429,14,13,28,2,11448,114,107,144,8
30,40,38,0,0,1,0,1481,14,13,59,5,11249,112,108,136,5
40,40,41,0,0,1,0,1418,14,13,21,0,11363,113,108,143,7
50,40,45,0,0,1,0,1949,19,18,86,6,15215,150,142,238,14
60,40,50,0,0,1,0,2058,20,15,129,12,14816,147,141,202,6
70,40,56,0,0,1,0,1914,19,18,23,0,14960,148,141,221,11
80,40,68,0,0,1,0,2011,20,15,105,9,14926,148,141,253,13
90,40,65,0,0,1,0,2377,23,20,55,4,18433,183,174,245,14
100,40,68,0,0,1,0,2412,24,19,111,8,18146,181,172,251,11
110,40,78,0,0,2,0,2312,23,20,28,1,18206,181,174,280,13
120,40,75,0,0,1,0,2461,24,20,108,11,18629,186,173,250,14
130,40,83,0,0,1,0,3183,31,27,114,8,27979,277,216,588,76
140,40,91,0,0,2,0,3126,31,27,132,10,27565,274,229,1116,92
150,40,86,0,0,2,0,3154,31,27,95,8,29419,292,227,1896,169
160,40,98,0,0,2,1,3145,31,27,68,4,26408,263,230,328,14
170,40,101,0,0,2,1,5451,54,46,117,7,31237,311,282,468,33
180,40,99,0,0,2,1,5330,53,44,116,7,33289,332,291,995,78
190,40,114,1,0,10,1,5487,54,45,140,10,30448,304,256,1044,83
200,40,115,1,0,2,0,5417,53,46,127,10,29398,293,250,413,21
210,40,113,1,0,2,0,6837,68,56,190,14,34380,343,305,471,25
220,40,130,1,0,2,0,6859,68,55,141,10,43008,428,308,2900,305
230,40,130,1,0,3,0,6917,69,54,121,9,31831,317,281,387,20
240,40,136,1,0,3,0,6922,69,55,134,9,31924,318,289,404,21
250,40,140,1,0,3,0,8441,84,70,125,7,38479,383,315,483,36
260,40,157,1,0,12,1,8345,83,69,121,7,42119,419,345,543,35
270,40,146,1,0,3,0,8318,83,69,180,13,39784,396,317,508,41
280,40,149,1,0,3,0,8173,81,71,114,7,40139,400,316,552,49
290,40,164,1,0,3,0,9896,98,83,144,9,46938,468,354,583,46
300,40,165,1,0,3,1,9859,98,84,139,8,47988,478,412,598,30
310,40,151,1,0,3,0,9966,99,81,154,10,47086,470,382,581,41
320,40,170,1,0,3,1,9852,98,80,123,7,48241,481,395,613,32
330,40,165,1,0,3,1,11097,110,93,177,9,54020,538,452,659,33
340,40,172,1,0,3,1,10870,108,93,165,9,47250,470,410,634,48
350,40,182,1,0,4,1,10910,108,92,217,14,51378,513,409,624,53
360,40,173,1,0,4,1,11070,110,98,157,7,51907,518,413,635,50
370,40,193,1,0,12,1,12638,126,105,182,10,55015,548,435,667,57
380,40,191,1,0,4,1,12723,127,108,182,8,49459,493,445,648,46
390,40,183,1,0,4,1,12684,126,109,180,10,50373,502,443,659,51
400,40,202,1,0,4,1,12798,127,110,182,8,49894,497,441,626,43
410,40,216,2,0,12,1,13999,139,124,184,7,54668,545,456,686,55
420,40,207,1,0,4,1,14149,141,126,192,9,54256,541,470,703,49
430,40,207,1,0,4,1,13903,138,120,235,12,66960,667,580,890,63
440,40,224,2,0,4,1,13911,139,128,162,6,65684,655,508,810,62
450,40,228,2,0,5,1,15378,153,140,242,11,65379,652,545,745,26
460,40,205,1,0,5,1,15659,156,142,200,9,59597,594,494,771,72
470,40,236,2,0,5,1,15623,156,139,229,12,53897,537,494,670,38
480,40,244,2,0,5,1,15521,155,140,225,11,55076,549,494,748,46
490,40,252,2,0,13,1,17057,170,150,221,10,60509,602,524,782,52
500,40,247,2,0,5,1,17015,169,155,239,10,61704,615,531,852,60
510,40,250,2,0,5,1,16979,169,154,247,11,61245,611,535,783,57
520,40,258,2,0,5,1,16805,167,150,233,10,61543,614,531,783,53
530,40,285,2,0,13,1,18412,184,165,230,10,64587,644,571,811,53
540,40,268,2,0,5,1,18413,183,169,242,9,65021,649,569,843,54
550,40,269,2,0,5,1,18173,181,166,215,8,65313,651,572,810,58
560,40,298,2,0,14,2,18268,182,166,216,8,65283,651,570,858,57
570,40,296,2,0,6,1,19667,196,180,255,11,67763,676,606,923,66
580,40,258,2,0,5,1,19836,198,181,268,13,67220,671,611,801,49
590,40,296,2,0,12,2,19721,197,179,273,13,73931,738,612,956,93
600,40,284,2,0,5,1,19835,198,181,292,14,72515,722,624,1063,73
610,40,307,2,0,6,1,21092,210,193,268,10,78790,786,656,997,84
620,40,286,2,0,14,2,20976,209,192,253,9,82348,822,653,1036,85
630,40,310,2,0,6,1,20963,209,191,260,10,79574,794,647,985,89
640,40,312,2,0,6,2,21246,212,192,302,14,82250,821,654,1015,85
650,40,324,3,0,14,2,24547,245,212,332,23,85303,851,698,1089,90
660,40,312,2,0,6,1,24817,248,212,310,22,79578,794,694,1009,69
670,40,306,2,0,6,2,24948,249,218,319,21,81250,810,689,1102,95
680,40,351,3,0,13,2,22949,229,203,326,17,89328,891,716,1069,71
690,40,331,3,0,7,1,25315,252,218,308,18,90694,905,731,1102,98
700,40,329,3,0,6,1,26600,265,225,381,23,82440,822,733,1095,76
710,40,338,3,0,6,1,26502,264,225,336,18,82281,821,744,1138,76
720,40,338,3,0,7,2,23869,238,219,293,13,106394,1062,743,1297,130
730,40,375,3,0,13,2,25158,251,236,291,9,107106,1069,866,1297,86
740,40,359,3,0,7,1,25133,251,236,297,10,112107,1119,784,1340,141
750,40,379,3,0,7,2,25362,253,236,353,16,85283,851,776,1062,59
760,40,374,3,0,21,2,25201,251,237,308,11,87139,869,777,1139,79
770,40,381,3,0,7,2,26142,261,246,310,10,90374,901,814,1112,70
780,40,396,3,0,13,2,26228,262,246,338,13,102203,1019,824,1296,135
790,40,388,3,0,7,2,26301,262,245,325,11,103073,1029,827,1279,130
800,40,389,3,0,16,2,26224,262,247,326,11,91676,915,826,1279,91
810,40,316,3,0,21,2,27782,277,262,313,9,93335,932,865,1214,63
820,40,258,2,0,5,1,27754,277,259,314,9,93635,935,862,1112,56
830,40,286,2,0,13,2,27812,278,261,330,11,93816,936,869,1263,65
840,40,273,2,0,5,1,28207,281,261,341,13,94561,944,869,1112,53
850,40,299,2,0,5,1,32777,327,286,432,27,98482,983,909,1171,57
860,40,307,2,0,12,1,32550,325,295,428,23,98470,983,906,1326,73
870,40,276,2,0,5,1,30824,308,278,439,24,97993,978,911,1199,59
880,40,299,2,0,6,1,29917,299,278,376,13,98502,983,913,1157,56
890,40,299,2,0,6,1,31808,317,298,442,16,103941,1038,956,1252,72
900,40,300,2,0,6,1,31924,319,303,379,15,102911,1027,954,1310,69
910,40,297,2,0,6,1,31818,318,299,433,20,103158,1030,954,1281,63
920,40,291,2,0,6,1,31301,312,294,364,11,102552,1023,964,1352,65
930,40,310,3,0,6,1,32616,326,305,381,11,136013,1358,1002,1661,220
940,40,295,2,0,6,1,33260,332,305,483,25,139756,1395,1082,1895,119
950,40,277,2,0,6,1,35640,356,321,448,22,117149,1169,1007,1623,197
960,40,270,2,0,15,2,35511,354,318,467,24,108026,1079,1011,1262,55
970,40,239,2,0,5,1,35419,354,322,487,24,111762,1116,1056,1319,59
980,40,247,2,0,5,1,37385,373,337,472,26,111342,1110,1058,1321,49
990,40,245,2,0,7,1,37389,373,340,453,22,113094,1129,1056,1402,68
1000,40,237,2,0,5,1,34526,345,321,455,23,111895,1117,1060,1308,51
